"Ref","Ref Eleitor","Data Cadastro","Data Atualização","Data Solicitação","Descrição","Status","Categoria","Origem","Escritório","Secretaria"
"63506","234219","2026-04-23 16:28:57","2026-04-23 16:28:57","2026-03-30","Auxílio Funeral de Mathias Silva dos Santos
Realizado","Concluído","Outros","WhatsApp","Principal","Ação Social"
"63507","214246","2026-04-23 16:31:54","2026-04-23 16:31:54","2026-03-31","Pedir para tampar buraco na Rua Presidente Kennedy em frente a bomba do Demsur","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63508","214246","2026-04-23 16:34:40","2026-04-23 16:34:40","2026-03-31","Pedir para arrumar 2 postes apagados no inicio da Rua Presidente Kennedy ao lado do nº 26 
Manutenção realizada","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63509","234225","2026-04-23 16:40:58","2026-04-23 16:40:58","2026-03-31","Pedir para realizar limpeza na Rua Escobar Gomes de Souza nº200 Bairro: São Gostardo","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63551","225269","2026-04-24 16:30:36","2026-04-24 16:30:36","2026-04-08","Solicita limpeza no córrego da Vila Santa Rita
Limpeza realizada","Concluído","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63552","234257","2026-04-24 16:34:12","2026-04-24 16:34:12","2026-04-08","Pôda de árvore na Rua Eduardo Braga nº01 fundos Gaspar
Solicitado corte","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"63921","215579","2026-05-07 13:08:31","2026-05-07 13:40:38","2026-04-30","Denúncia de mato alto na Rua Geraldo Argemiro da Cunha, Santa Luzia, lote da Eureka
Denúncia realizada","Concluído","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"63926","233786","2026-05-07 14:43:32","2026-05-07 14:43:32","2026-04-22","Rnm membro superior ombro
70110239322480
entrada 11/03/26","em analise","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63927","234799","2026-05-07 14:53:55","2026-05-07 14:53:55","2026-04-23","Cirurgia Geral - Coliletise
708001824934122","em analise","Outros","WhatsApp","Principal","Secretaria de Saúde"
"63928","234800","2026-05-07 14:56:24","2026-05-15 11:32:19","2026-04-23","Consulta com Oftalmologista
Marcado dia 27/04 às 12h30m Viva Vida","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63941","234806","2026-05-08 08:22:12","2026-05-08 08:22:12","2026-04-27","_Consulta co dermatologista dia 28/04/2026 as 7hs UBS Santa Terezinha 
_Dr Thais","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63942","222627","2026-05-08 08:24:29","2026-05-08 08:24:29","2026-04-27","_Consulta com psiquiatra dia 28/04/2026 as 13hs Policlinica do CAIC","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63943","234807","2026-05-08 08:26:53","2026-05-08 08:26:53","2026-04-29","_Consulta com dermatologista dia 05/05/2026 as 8hs no SESC ","Concluído","Atendimento médico em ubs clinico geral","WhatsApp","Principal","Secretaria de Saúde"
"63944","234811","2026-05-08 08:30:13","2026-05-08 08:30:13","2026-05-06","_Exames de sangue dia 14/05/2026 no laboratório municipal","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"63945","214246","2026-05-08 08:38:40","2026-05-08 08:38:40","2026-04-30","_Indicação patronamento e manutenção das estradas Capatinga, Usina e Clube dos Bancários","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Obras"
"63946","214246","2026-05-08 08:40:39","2026-05-08 08:40:39","2026-04-30","_PL Programa Guardiões Mirins dos Animais no âmbito do municipio de Muriaé","Concluído","Outros","Pessoal","Principal",NULL
"63950","214246","2026-05-08 09:12:28","2026-05-08 09:12:28","2026-05-03","_Requerimento para o setor de obras,solicitando informações da praça do Rosário","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"63951","214246","2026-05-08 09:14:38","2026-05-08 09:14:38","2026-05-03","_Indicação ao Demsur e Meio Ambiente para retirada de galhos nos fundos da rua 7 de Setembro com a rua Eduardo Braga no bairro Gaspar","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"64101","235155","2026-05-13 11:55:19","2026-05-13 11:55:19","2026-05-13","_Postes apagados na rua Prefeito Francisco Theodoro Filho em frente ao N°410 Bairro São José ","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64121","214246","2026-05-13 14:44:36","2026-05-13 14:44:36","2026-04-06","Fazer denúncia mato alto em terrenos na Rua Ana Josefa Correa - Travessa Valdinei Fagundes Bairro Gaspar
Feito denúncia pelo email","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"64130","214246","2026-05-13 14:59:48","2026-05-13 14:59:48","2026-04-06","Fazer indicação para solicionar o problema de acidentes no Cardoso de Melo
Ind. 348","aguardando execuçao","Outros","WhatsApp","Principal","Secretaria de Trânsito"
"64131","214246","2026-05-13 15:05:03","2026-05-13 15:05:03","2026-04-06","Fazer indicação possibilidade de implantação de parque inclusivo com ambiente multissensorial em praças
Ind. 339","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Obras"
"64132","210404","2026-05-13 15:07:31","2026-05-13 15:07:31","2026-04-06","Poste apagado na subida na Rua Presidente Kennedy
","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64133","215549","2026-05-13 15:15:23","2026-05-13 15:15:23","2026-04-14","Fazer indicação reparos na manilhas na Estrada Sítio Fundão, divisa fazenda da onça - antigo Sítio do Zé Amador - Belisário
ind420","Concluído","Outros","WhatsApp","Principal","Secretaria de Obras"
"64134","235181","2026-05-13 15:24:06","2026-05-13 15:24:06","2026-04-17","Solicita asfalto na Rua Aguinaldo de Oliveira Bairro São Joaquim","em analise","Asfalto","WhatsApp","Principal","Secretaria de Obras"
"64135","224690","2026-05-13 15:27:52","2026-05-13 15:27:52","2026-04-17","Pedir para arrumar a calçada Praça Coronel Tiburcio na Barra em frente a pão Chik","em analise","Outros","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64139","235182","2026-05-13 15:36:04","2026-05-13 15:36:04","2026-04-22","Solicitar para arrumar postes apagados na Rua 7 de setembro bairro Gaspar em frente ao nº 194
","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64142","226414","2026-05-13 16:10:15","2026-05-13 16:10:15","2026-04-22","Pedir para realizar limpeza na Rua Amilton Campos Bairro Kennedy e placa de proibido jogar lixo
Ind. 225","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64143","211354","2026-05-13 16:13:28","2026-05-13 16:13:28","2026-04-23","Manutenção nos postes apagados na pracinha do Bairro São Pedro","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64144","222589","2026-05-13 16:17:47","2026-05-13 16:17:47","2026-04-24","Indicação tampa buracos na Avenida nilo Pacheco de Medeiros Bairro Santana
ind.","aguardando execuçao","Asfalto","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64146","235183","2026-05-13 16:43:48","2026-05-13 16:43:48","2026-04-27","Manutenção no poste apagado na Rua José Bernardino dos Santos em frente ao nº 96 Bairro Gaspar","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64161","235195","2026-05-14 09:49:31","2026-05-14 09:49:31","2026-05-06","_Paciente precisa com urgência da fazer RNM Pelve deu alterações ","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64163","235196","2026-05-14 09:52:48","2026-05-14 09:52:48","2026-05-11","_Paciente na fila pra fazer cirurgia de vesícula","aguardando execuçao","Atendimento médico em ubs clinico geral","Por telefone","Principal","Secretaria de Saúde"
"64166","235199","2026-05-14 09:58:48","2026-05-14 09:58:48","2026-05-13","_Pedidos de exames marcado no laboratório municipal 
-Dia 15/05/2026 das 6:30 as 8hs","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64170","235202","2026-05-14 10:03:36","2026-05-14 10:03:36","2026-05-13","_Paciente pediu marcação de exames no laboratório municipal
_Dia 15/05/2026 das 6:30 as 8hs","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64172","235207","2026-05-14 10:07:15","2026-05-14 10:07:15","2026-05-12","_Paciente deu entrada na denfessoria para cirurgia Faco+LIO+VVPP C/ Faixa em olho direito","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"64173","235208","2026-05-14 10:10:49","2026-05-14 10:10:49","2026-05-12","_Paciente está aguardando na fila 429 Doppler membro direito e esquerdo","aguardando execuçao","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64174","214246","2026-05-14 10:13:03","2026-05-14 10:13:03","2026-05-12","_Doação de 1 lata de leite Nutrem para Maria J Andrade","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"64175","214246","2026-05-14 10:13:20","2026-05-14 10:13:20","2026-05-12","_Doação de 1 lata de leite Nutrem para Maria J Andrade","Concluído","Outros","WhatsApp","Principal","Secretaria de Saúde"
"64176","210588","2026-05-14 10:15:17","2026-05-14 10:15:17","2026-05-13","_Receita de remédio Carbomazepina 20mg/ml 6 vidros 20ml 1X ao dia","Concluído","Outros","Pessoal","Principal","Secretaria de Saúde"
"64177","235210","2026-05-14 10:19:44","2026-05-14 10:19:44","2026-05-13","_Paciente precisa de marcação de exames 
_Foi marcado laboratório municipal dia 09/06/26 ","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64199","214246","2026-05-14 11:56:13","2026-05-14 11:56:13","2026-04-28","_Indicação para refazer as faixas de vagas motos e carros em frente a vidraçaria São Paulo","aguardando execuçao","Outros","Pessoal","Principal","Secretaria de Trânsito"
"64200","233126","2026-05-14 11:59:14","2026-05-14 11:59:14","2026-04-29","_Solicitou que arrumasse a iluminação do poste apagado na Rua Princesa Diana N°21 Bairro São Joaquim","Concluído","Iluminação","WhatsApp","Principal","Secretaria de Serviços Urbanos"
"64202","222589","2026-05-14 12:01:16","2026-05-14 12:01:16","2026-04-29","_Indicação limpeza e capina ao redor da UBS bairro Santana","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"64203","214246","2026-05-14 12:03:56","2026-05-14 12:03:56","2026-05-13","_Solicitou a desratização na parte alta do Bairro Gaspar
_Muitos ratos entrando nas casas","aguardando execuçao","Limpeza","WhatsApp","Principal","Secretaria do Meio Ambiente"
"64242","235355","2026-05-18 08:54:21","2026-05-18 08:54:21","2026-05-18","Solicita que adiante a Resonância que precisa fazer da pelve
Deu entrada dia 13/04
Já verificado no portal transparência","aguardando execuçao","Ressonância","Pessoal","Principal","Secretaria de Saúde"
"64528","214246","2026-05-25 08:24:13","2026-05-25 08:24:13","2026-05-18","_Consulta com Dermatologista 
_Dia 26/05 as 7hs no SESC por ordem de chegada 
_Dr Cristiane Dornelas","Concluído","atendimento medico com especialista","Pessoal","Principal","Secretaria de Saúde"
"64534","235848","2026-05-25 09:09:20","2026-05-25 09:09:20","2026-05-18","_Consulta com Dr Wilson Batista 
_Dia 25/05/26 as 8hs no Ambulatório por ordem de chegada","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64535","233797","2026-05-25 09:12:01","2026-05-25 09:12:01","2026-05-18","_Consulta com Ginecologista Dr Beatriz 
_Dia 28/05/26 as 7hs na UBS Primavera por ordem de chegada","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64536","235849","2026-05-25 09:25:03","2026-05-25 09:25:03","2026-05-19","_Consulta com Psicólogo dia 27/05/26 na UBS do Bairro Gaspar","Concluído","atendimento medico com especialista","Pessoal","Principal","Secretaria de Saúde"
"64651","221994","2026-05-27 11:46:20","2026-05-27 11:46:20","2026-05-19","_Paciente solicitou uma consulta com Cardiologista
_Dia 20/05 as 9hs na UBS São Francisco por ordem de chegada","Concluído","atendimento medico com especialista","Pessoal","Principal","Secretaria de Saúde"
"64708","236139","2026-05-27 16:07:14","2026-05-27 16:07:14","2026-05-19","Precisa de cosulta com Ortopedista
Marcado dia 29/05 às 8h no Caic no Drº João Paulo","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64715","226309","2026-05-27 16:38:09","2026-06-02 16:26:44","2026-05-21","Consulta com Otorrino - Quadro de Otite
Já realizei a ligação para a Ubs do Porto e não consegui marcar a consulta via telefone, dizem que somente pela Sec. de saúde.","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64716","236121","2026-05-27 16:41:03","2026-05-27 16:41:03","2026-05-22","Consulta com neurologista
89800290380
","aguardando execuçao","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64717","236153","2026-05-27 16:44:53","2026-05-27 16:44:53","2026-05-22","Precisa que adiante o pedido de Ultrassom do Braço
Foi solicitado","Concluído","exames de alta complexicidade","WhatsApp","Principal","Secretaria de Saúde"
"64718","224620","2026-05-27 16:46:55","2026-05-27 16:46:55","2026-05-22","Consulta com Drº Wilson Batista
Marcado para o dia 01/06 às 8h no ambulatório por ordem de chegada","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64719","216068","2026-05-27 16:48:51","2026-05-27 16:48:51","2026-05-25","Exame de Sangue para o filho Luiz Gustavo
Marcado dia 28/05 no laboratório Municipal","Concluído","Exames de sangue","WhatsApp","Principal","Secretaria de Saúde"
"64722","224566","2026-05-27 16:57:11","2026-05-27 16:57:11","2026-05-25","Adiantar exame de Rnm coluna cervical
Solicitado","Concluído","Ressonância","WhatsApp","Principal","Secretaria de Saúde"
"64729","236191","2026-05-28 09:29:47","2026-05-28 09:29:47","2026-05-25","_Paciente precisa de tomar vacina pneumo 23, foi encaminhado para o CRE no SESC e feito","Concluído","atendimento medico com especialista","Pessoal","Principal","Secretaria de Saúde"
"64730","236192","2026-05-28 09:33:58","2026-05-28 09:33:58","2026-05-25","_Paciente precisa de consulta com ortopedista, muita dor no joelho, foi encaminhado para Policlinica do CAIC 
_Dia 29/05/26 as 8hs por ordem de chegada","Concluído","atendimento medico com especialista","WhatsApp","Principal","Secretaria de Saúde"
"64731","236195","2026-05-28 09:42:04","2026-05-28 09:42:04","2026-05-27","_Paciente precisa de bombinha trimbol para uso efizema pulmonar 
_Foi encaminhado para procurar a farmácia de auto custo para da entrada","Concluído","Auxilio Doença","WhatsApp","Principal","Secretaria de Saúde"
"64732","235849","2026-05-28 09:56:38","2026-05-28 09:56:38","2026-05-27","_Consulta com psiquiatra dia 01/06/26 as 7hs na UBS São Francisco por ordem de chegada","Concluído","atendimento medico com especialista","Pessoal","Principal","Secretaria de Saúde"
"64761","236298","2026-05-28 15:36:07","2026-05-28 15:37:43","2026-05-05","transporte para levar adolescente do conexão jovem no iracambi - ESTRADA DO IVAI","aguardando execuçao","Transportes solicitacao de viagens ","WhatsApp","Principal","Secretaria de Transporte"
"64762","236302","2026-05-28 15:51:10","2026-05-28 15:51:10","2026-04-01","PEDIR PODA DE ARVORE NA RUA JULIO CESAR PEREIRA, EM FRETE AO NÚMERO 209 B-   GASPAR","aguardando execuçao","Poda de Árvore","WhatsApp","Principal","Secretaria do Meio Ambiente"
"64763","236307","2026-05-28 16:01:19","2026-05-28 16:01:19","2026-04-01","Pedido de dedetização. Rua Dom Pedro I, Bairro Gaspar, muitos ratos","aguardando execuçao"," Vigilância Sanitária","WhatsApp","Principal","Secretaria de Saúde"
"64765","236310","2026-05-28 16:21:33","2026-05-28 16:21:33","2026-05-14","_Solicitou cadeira de banh, foi passado para os responsáveis e feito","Concluído","CADEIRA DE RODAS","WhatsApp","Principal","Secretaria de Saúde"
